,name,id,height,weight,base_experience,stats,types,url
986,flutter-mane,987,14,40,285,"{'hp': 55, 'attack': 55, 'defense': 55, 'special-attack': 135, 'special-defense': 135, 'speed': 135}","['ghost', 'fairy']",https://pokeapi.co/api/v2/pokemon/987/
987,slither-wing,988,32,920,285,"{'hp': 85, 'attack': 135, 'defense': 79, 'special-attack': 85, 'special-defense': 105, 'speed': 81}","['bug', 'fighting']",https://pokeapi.co/api/v2/pokemon/988/
988,sandy-shocks,989,23,600,285,"{'hp': 85, 'attack': 81, 'defense': 97, 'special-attack': 121, 'special-defense': 85, 'speed': 101}","['electric', 'ground']",https://pokeapi.co/api/v2/pokemon/989/
989,iron-treads,990,9,2400,285,"{'hp': 90, 'attack': 112, 'defense': 120, 'special-attack': 72, 'special-defense': 70, 'speed': 106}","['ground', 'steel']",https://pokeapi.co/api/v2/pokemon/990/
990,iron-bundle,991,6,110,285,"{'hp': 56, 'attack': 80, 'defense': 114, 'special-attack': 124, 'special-defense': 60, 'speed': 136}","['ice', 'water']",https://pokeapi.co/api/v2/pokemon/991/
991,iron-hands,992,18,3807,285,"{'hp': 154, 'attack': 140, 'defense': 108, 'special-attack': 50, 'special-defense': 68, 'speed': 50}","['fighting', 'electric']",https://pokeapi.co/api/v2/pokemon/992/
992,iron-jugulis,993,13,1110,285,"{'hp': 94, 'attack': 80, 'defense': 86, 'special-attack': 122, 'special-defense': 80, 'speed': 108}","['dark', 'flying']",https://pokeapi.co/api/v2/pokemon/993/
993,iron-moth,994,12,360,285,"{'hp': 80, 'attack': 70, 'defense': 60, 'special-attack': 140, 'special-defense': 110, 'speed': 110}","['fire', 'poison']",https://pokeapi.co/api/v2/pokemon/994/
994,iron-thorns,995,16,3030,285,"{'hp': 100, 'attack': 134, 'defense': 110, 'special-attack': 70, 'special-defense': 84, 'speed': 72}","['rock', 'electric']",https://pokeapi.co/api/v2/pokemon/995/
995,frigibax,996,5,170,64,"{'hp': 65, 'attack': 75, 'defense': 45, 'special-attack': 35, 'special-defense': 45, 'speed': 55}","['dragon', 'ice']",https://pokeapi.co/api/v2/pokemon/996/
996,arctibax,997,8,300,148,"{'hp': 90, 'attack': 95, 'defense': 66, 'special-attack': 45, 'special-defense': 65, 'speed': 62}","['dragon', 'ice']",https://pokeapi.co/api/v2/pokemon/997/
997,baxcalibur,998,21,2100,300,"{'hp': 115, 'attack': 145, 'defense': 92, 'special-attack': 75, 'special-defense': 86, 'speed': 87}","['dragon', 'ice']",https://pokeapi.co/api/v2/pokemon/998/
998,gimmighoul,999,3,50,60,"{'hp': 45, 'attack': 30, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 10}",['ghost'],https://pokeapi.co/api/v2/pokemon/999/
999,gholdengo,1000,12,300,275,"{'hp': 87, 'attack': 60, 'defense': 95, 'special-attack': 133, 'special-defense': 91, 'speed': 84}","['steel', 'ghost']",https://pokeapi.co/api/v2/pokemon/1000/
1000,wo-chien,1001,15,742,285,"{'hp': 85, 'attack': 85, 'defense': 100, 'special-attack': 95, 'special-defense': 135, 'speed': 70}","['dark', 'grass']",https://pokeapi.co/api/v2/pokemon/1001/
1001,chien-pao,1002,19,1522,285,"{'hp': 80, 'attack': 120, 'defense': 80, 'special-attack': 90, 'special-defense': 65, 'speed': 135}","['dark', 'ice']",https://pokeapi.co/api/v2/pokemon/1002/
1002,ting-lu,1003,27,6997,285,"{'hp': 155, 'attack': 110, 'defense': 125, 'special-attack': 55, 'special-defense': 80, 'speed': 45}","['dark', 'ground']",https://pokeapi.co/api/v2/pokemon/1003/
1003,chi-yu,1004,4,49,285,"{'hp': 55, 'attack': 80, 'defense': 80, 'special-attack': 135, 'special-defense': 120, 'speed': 100}","['dark', 'fire']",https://pokeapi.co/api/v2/pokemon/1004/
1004,roaring-moon,1005,20,3800,295,"{'hp': 105, 'attack': 139, 'defense': 71, 'special-attack': 55, 'special-defense': 101, 'speed': 119}","['dragon', 'dark']",https://pokeapi.co/api/v2/pokemon/1005/
1005,iron-valiant,1006,14,350,295,"{'hp': 74, 'attack': 130, 'defense': 90, 'special-attack': 120, 'special-defense': 60, 'speed': 116}","['fairy', 'fighting']",https://pokeapi.co/api/v2/pokemon/1006/
1006,koraidon,1007,25,3030,335,"{'hp': 100, 'attack': 135, 'defense': 115, 'special-attack': 85, 'special-defense': 100, 'speed': 135}","['fighting', 'dragon']",https://pokeapi.co/api/v2/pokemon/1007/
1007,miraidon,1008,35,2400,335,"{'hp': 100, 'attack': 85, 'defense': 100, 'special-attack': 135, 'special-defense': 115, 'speed': 135}","['electric', 'dragon']",https://pokeapi.co/api/v2/pokemon/1008/
1008,walking-wake,1009,35,2800,295,"{'hp': 99, 'attack': 83, 'defense': 91, 'special-attack': 125, 'special-defense': 83, 'speed': 109}","['water', 'dragon']",https://pokeapi.co/api/v2/pokemon/1009/
1009,iron-leaves,1010,15,1250,295,"{'hp': 90, 'attack': 130, 'defense': 88, 'special-attack': 70, 'special-defense': 108, 'speed': 104}","['grass', 'psychic']",https://pokeapi.co/api/v2/pokemon/1010/
1010,dipplin,1011,4,97,170,"{'hp': 80, 'attack': 80, 'defense': 110, 'special-attack': 95, 'special-defense': 80, 'speed': 40}","['grass', 'dragon']",https://pokeapi.co/api/v2/pokemon/1011/
1011,poltchageist,1012,1,11,62,"{'hp': 40, 'attack': 45, 'defense': 45, 'special-attack': 74, 'special-defense': 54, 'speed': 50}","['grass', 'ghost']",https://pokeapi.co/api/v2/pokemon/1012/
1012,sinistcha,1013,2,22,178,"{'hp': 71, 'attack': 60, 'defense': 106, 'special-attack': 121, 'special-defense': 80, 'speed': 70}","['grass', 'ghost']",https://pokeapi.co/api/v2/pokemon/1013/
1013,okidogi,1014,18,922,278,"{'hp': 88, 'attack': 128, 'defense': 115, 'special-attack': 58, 'special-defense': 86, 'speed': 80}","['poison', 'fighting']",https://pokeapi.co/api/v2/pokemon/1014/
1014,munkidori,1015,10,122,278,"{'hp': 88, 'attack': 75, 'defense': 66, 'special-attack': 130, 'special-defense': 90, 'speed': 106}","['poison', 'psychic']",https://pokeapi.co/api/v2/pokemon/1015/
1015,fezandipiti,1016,14,301,278,"{'hp': 88, 'attack': 91, 'defense': 82, 'special-attack': 70, 'special-defense': 125, 'speed': 99}","['poison', 'fairy']",https://pokeapi.co/api/v2/pokemon/1016/
1016,ogerpon,1017,12,398,275,"{'hp': 80, 'attack': 120, 'defense': 84, 'special-attack': 60, 'special-defense': 96, 'speed': 110}",['grass'],https://pokeapi.co/api/v2/pokemon/1017/
1017,archaludon,1018,20,600,300,"{'hp': 90, 'attack': 105, 'defense': 130, 'special-attack': 125, 'special-defense': 65, 'speed': 85}","['steel', 'dragon']",https://pokeapi.co/api/v2/pokemon/1018/
1018,hydrapple,1019,18,930,270,"{'hp': 106, 'attack': 80, 'defense': 110, 'special-attack': 120, 'special-defense': 80, 'speed': 44}","['grass', 'dragon']",https://pokeapi.co/api/v2/pokemon/1019/
1019,gouging-fire,1020,35,5900,295,"{'hp': 105, 'attack': 115, 'defense': 121, 'special-attack': 65, 'special-defense': 93, 'speed': 91}","['fire', 'dragon']",https://pokeapi.co/api/v2/pokemon/1020/
1020,raging-bolt,1021,52,4800,295,"{'hp': 125, 'attack': 73, 'defense': 91, 'special-attack': 137, 'special-defense': 89, 'speed': 75}","['electric', 'dragon']",https://pokeapi.co/api/v2/pokemon/1021/
1021,iron-boulder,1022,15,1625,295,"{'hp': 90, 'attack': 120, 'defense': 80, 'special-attack': 68, 'special-defense': 108, 'speed': 124}","['rock', 'psychic']",https://pokeapi.co/api/v2/pokemon/1022/
1022,iron-crown,1023,16,1560,295,"{'hp': 90, 'attack': 72, 'defense': 100, 'special-attack': 122, 'special-defense': 108, 'speed': 98}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/1023/
1023,terapagos,1024,2,65,90,"{'hp': 90, 'attack': 65, 'defense': 85, 'special-attack': 65, 'special-defense': 85, 'speed': 60}",['normal'],https://pokeapi.co/api/v2/pokemon/1024/
1024,pecharunt,1025,3,3,300,"{'hp': 88, 'attack': 88, 'defense': 160, 'special-attack': 88, 'special-defense': 88, 'speed': 88}","['poison', 'ghost']",https://pokeapi.co/api/v2/pokemon/1025/
1025,deoxys-attack,10001,17,608,270,"{'hp': 50, 'attack': 180, 'defense': 20, 'special-attack': 180, 'special-defense': 20, 'speed': 150}",['psychic'],https://pokeapi.co/api/v2/pokemon/10001/
1026,deoxys-defense,10002,17,608,270,"{'hp': 50, 'attack': 70, 'defense': 160, 'special-attack': 70, 'special-defense': 160, 'speed': 90}",['psychic'],https://pokeapi.co/api/v2/pokemon/10002/
1027,deoxys-speed,10003,17,608,270,"{'hp': 50, 'attack': 95, 'defense': 90, 'special-attack': 95, 'special-defense': 90, 'speed': 180}",['psychic'],https://pokeapi.co/api/v2/pokemon/10003/
1028,wormadam-sandy,10004,5,65,148,"{'hp': 60, 'attack': 79, 'defense': 105, 'special-attack': 59, 'special-defense': 85, 'speed': 36}","['bug', 'ground']",https://pokeapi.co/api/v2/pokemon/10004/
1029,wormadam-trash,10005,5,65,148,"{'hp': 60, 'attack': 69, 'defense': 95, 'special-attack': 69, 'special-defense': 95, 'speed': 36}","['bug', 'steel']",https://pokeapi.co/api/v2/pokemon/10005/
1030,shaymin-sky,10006,4,52,270,"{'hp': 100, 'attack': 103, 'defense': 75, 'special-attack': 120, 'special-defense': 75, 'speed': 127}","['grass', 'flying']",https://pokeapi.co/api/v2/pokemon/10006/
1031,giratina-origin,10007,69,6500,340,"{'hp': 150, 'attack': 120, 'defense': 100, 'special-attack': 120, 'special-defense': 100, 'speed': 90}","['ghost', 'dragon']",https://pokeapi.co/api/v2/pokemon/10007/
1032,rotom-heat,10008,3,3,182,"{'hp': 50, 'attack': 65, 'defense': 107, 'special-attack': 105, 'special-defense': 107, 'speed': 86}","['electric', 'fire']",https://pokeapi.co/api/v2/pokemon/10008/
1033,rotom-wash,10009,3,3,182,"{'hp': 50, 'attack': 65, 'defense': 107, 'special-attack': 105, 'special-defense': 107, 'speed': 86}","['electric', 'water']",https://pokeapi.co/api/v2/pokemon/10009/
1034,rotom-frost,10010,3,3,182,"{'hp': 50, 'attack': 65, 'defense': 107, 'special-attack': 105, 'special-defense': 107, 'speed': 86}","['electric', 'ice']",https://pokeapi.co/api/v2/pokemon/10010/
1035,rotom-fan,10011,3,3,182,"{'hp': 50, 'attack': 65, 'defense': 107, 'special-attack': 105, 'special-defense': 107, 'speed': 86}","['electric', 'flying']",https://pokeapi.co/api/v2/pokemon/10011/
1036,rotom-mow,10012,3,3,182,"{'hp': 50, 'attack': 65, 'defense': 107, 'special-attack': 105, 'special-defense': 107, 'speed': 86}","['electric', 'grass']",https://pokeapi.co/api/v2/pokemon/10012/
1037,castform-sunny,10013,3,8,147,"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",['fire'],https://pokeapi.co/api/v2/pokemon/10013/
1038,castform-rainy,10014,3,8,147,"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",['water'],https://pokeapi.co/api/v2/pokemon/10014/
1039,castform-snowy,10015,3,8,147,"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",['ice'],https://pokeapi.co/api/v2/pokemon/10015/
1040,basculin-blue-striped,10016,10,180,161,"{'hp': 70, 'attack': 92, 'defense': 65, 'special-attack': 80, 'special-defense': 55, 'speed': 98}",['water'],https://pokeapi.co/api/v2/pokemon/10016/
1041,darmanitan-zen,10017,13,929,189,"{'hp': 105, 'attack': 30, 'defense': 105, 'special-attack': 140, 'special-defense': 105, 'speed': 55}","['fire', 'psychic']",https://pokeapi.co/api/v2/pokemon/10017/
1042,meloetta-pirouette,10018,6,65,270,"{'hp': 100, 'attack': 128, 'defense': 90, 'special-attack': 77, 'special-defense': 77, 'speed': 128}","['normal', 'fighting']",https://pokeapi.co/api/v2/pokemon/10018/
1043,tornadus-therian,10019,14,630,290,"{'hp': 79, 'attack': 100, 'defense': 80, 'special-attack': 110, 'special-defense': 90, 'speed': 121}",['flying'],https://pokeapi.co/api/v2/pokemon/10019/
1044,thundurus-therian,10020,30,610,290,"{'hp': 79, 'attack': 105, 'defense': 70, 'special-attack': 145, 'special-defense': 80, 'speed': 101}","['electric', 'flying']",https://pokeapi.co/api/v2/pokemon/10020/
1045,landorus-therian,10021,13,680,300,"{'hp': 89, 'attack': 145, 'defense': 90, 'special-attack': 105, 'special-defense': 80, 'speed': 91}","['ground', 'flying']",https://pokeapi.co/api/v2/pokemon/10021/
1046,kyurem-black,10022,33,3250,350,"{'hp': 125, 'attack': 170, 'defense': 100, 'special-attack': 120, 'special-defense': 90, 'speed': 95}","['dragon', 'ice']",https://pokeapi.co/api/v2/pokemon/10022/
1047,kyurem-white,10023,36,3250,350,"{'hp': 125, 'attack': 120, 'defense': 90, 'special-attack': 170, 'special-defense': 100, 'speed': 95}","['dragon', 'ice']",https://pokeapi.co/api/v2/pokemon/10023/
1048,keldeo-resolute,10024,14,485,290,"{'hp': 91, 'attack': 72, 'defense': 90, 'special-attack': 129, 'special-defense': 90, 'speed': 108}","['water', 'fighting']",https://pokeapi.co/api/v2/pokemon/10024/
1049,meowstic-female,10025,6,85,163,"{'hp': 74, 'attack': 48, 'defense': 76, 'special-attack': 83, 'special-defense': 81, 'speed': 104}",['psychic'],https://pokeapi.co/api/v2/pokemon/10025/
1050,aegislash-blade,10026,17,530,250,"{'hp': 60, 'attack': 140, 'defense': 50, 'special-attack': 140, 'special-defense': 50, 'speed': 60}","['steel', 'ghost']",https://pokeapi.co/api/v2/pokemon/10026/
1051,pumpkaboo-small,10027,3,35,67,"{'hp': 44, 'attack': 66, 'defense': 70, 'special-attack': 44, 'special-defense': 55, 'speed': 56}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/10027/
1052,pumpkaboo-large,10028,5,75,67,"{'hp': 54, 'attack': 66, 'defense': 70, 'special-attack': 44, 'special-defense': 55, 'speed': 46}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/10028/
1053,pumpkaboo-super,10029,8,150,67,"{'hp': 59, 'attack': 66, 'defense': 70, 'special-attack': 44, 'special-defense': 55, 'speed': 41}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/10029/
1054,gourgeist-small,10030,7,95,173,"{'hp': 55, 'attack': 85, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 99}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/10030/
1055,gourgeist-large,10031,11,140,173,"{'hp': 75, 'attack': 95, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 69}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/10031/
1056,gourgeist-super,10032,17,390,173,"{'hp': 85, 'attack': 100, 'defense': 122, 'special-attack': 58, 'special-defense': 75, 'speed': 54}","['ghost', 'grass']",https://pokeapi.co/api/v2/pokemon/10032/
1057,venusaur-mega,10033,24,1555,281,"{'hp': 80, 'attack': 100, 'defense': 123, 'special-attack': 122, 'special-defense': 120, 'speed': 80}","['grass', 'poison']",https://pokeapi.co/api/v2/pokemon/10033/
1058,charizard-mega-x,10034,17,1105,285,"{'hp': 78, 'attack': 130, 'defense': 111, 'special-attack': 130, 'special-defense': 85, 'speed': 100}","['fire', 'dragon']",https://pokeapi.co/api/v2/pokemon/10034/
1059,charizard-mega-y,10035,17,1005,285,"{'hp': 78, 'attack': 104, 'defense': 78, 'special-attack': 159, 'special-defense': 115, 'speed': 100}","['fire', 'flying']",https://pokeapi.co/api/v2/pokemon/10035/
1060,blastoise-mega,10036,16,1011,284,"{'hp': 79, 'attack': 103, 'defense': 120, 'special-attack': 135, 'special-defense': 115, 'speed': 78}",['water'],https://pokeapi.co/api/v2/pokemon/10036/
1061,alakazam-mega,10037,12,480,270,"{'hp': 55, 'attack': 50, 'defense': 65, 'special-attack': 175, 'special-defense': 105, 'speed': 150}",['psychic'],https://pokeapi.co/api/v2/pokemon/10037/
1062,gengar-mega,10038,14,405,270,"{'hp': 60, 'attack': 65, 'defense': 80, 'special-attack': 170, 'special-defense': 95, 'speed': 130}","['ghost', 'poison']",https://pokeapi.co/api/v2/pokemon/10038/
1063,kangaskhan-mega,10039,22,1000,207,"{'hp': 105, 'attack': 125, 'defense': 100, 'special-attack': 60, 'special-defense': 100, 'speed': 100}",['normal'],https://pokeapi.co/api/v2/pokemon/10039/
1064,pinsir-mega,10040,17,590,210,"{'hp': 65, 'attack': 155, 'defense': 120, 'special-attack': 65, 'special-defense': 90, 'speed': 105}","['bug', 'flying']",https://pokeapi.co/api/v2/pokemon/10040/
1065,gyarados-mega,10041,65,3050,224,"{'hp': 95, 'attack': 155, 'defense': 109, 'special-attack': 70, 'special-defense': 130, 'speed': 81}","['water', 'dark']",https://pokeapi.co/api/v2/pokemon/10041/
1066,aerodactyl-mega,10042,21,790,215,"{'hp': 80, 'attack': 135, 'defense': 85, 'special-attack': 70, 'special-defense': 95, 'speed': 150}","['rock', 'flying']",https://pokeapi.co/api/v2/pokemon/10042/
1067,mewtwo-mega-x,10043,23,1270,351,"{'hp': 106, 'attack': 190, 'defense': 100, 'special-attack': 154, 'special-defense': 100, 'speed': 130}","['psychic', 'fighting']",https://pokeapi.co/api/v2/pokemon/10043/
1068,mewtwo-mega-y,10044,15,330,351,"{'hp': 106, 'attack': 150, 'defense': 70, 'special-attack': 194, 'special-defense': 120, 'speed': 140}",['psychic'],https://pokeapi.co/api/v2/pokemon/10044/
1069,ampharos-mega,10045,14,615,275,"{'hp': 90, 'attack': 95, 'defense': 105, 'special-attack': 165, 'special-defense': 110, 'speed': 45}","['electric', 'dragon']",https://pokeapi.co/api/v2/pokemon/10045/
1070,scizor-mega,10046,20,1250,210,"{'hp': 70, 'attack': 150, 'defense': 140, 'special-attack': 65, 'special-defense': 100, 'speed': 75}","['bug', 'steel']",https://pokeapi.co/api/v2/pokemon/10046/
1071,heracross-mega,10047,17,625,210,"{'hp': 80, 'attack': 185, 'defense': 115, 'special-attack': 40, 'special-defense': 105, 'speed': 75}","['bug', 'fighting']",https://pokeapi.co/api/v2/pokemon/10047/
1072,houndoom-mega,10048,19,495,210,"{'hp': 75, 'attack': 90, 'defense': 90, 'special-attack': 140, 'special-defense': 90, 'speed': 115}","['dark', 'fire']",https://pokeapi.co/api/v2/pokemon/10048/
1073,tyranitar-mega,10049,25,2550,315,"{'hp': 100, 'attack': 164, 'defense': 150, 'special-attack': 95, 'special-defense': 120, 'speed': 71}","['rock', 'dark']",https://pokeapi.co/api/v2/pokemon/10049/
1074,blaziken-mega,10050,19,520,284,"{'hp': 80, 'attack': 160, 'defense': 80, 'special-attack': 130, 'special-defense': 80, 'speed': 100}","['fire', 'fighting']",https://pokeapi.co/api/v2/pokemon/10050/
1075,gardevoir-mega,10051,16,484,278,"{'hp': 68, 'attack': 85, 'defense': 65, 'special-attack': 165, 'special-defense': 135, 'speed': 100}","['psychic', 'fairy']",https://pokeapi.co/api/v2/pokemon/10051/
1076,mawile-mega,10052,10,235,168,"{'hp': 50, 'attack': 105, 'defense': 125, 'special-attack': 55, 'special-defense': 95, 'speed': 50}","['steel', 'fairy']",https://pokeapi.co/api/v2/pokemon/10052/
1077,aggron-mega,10053,22,3950,284,"{'hp': 70, 'attack': 140, 'defense': 230, 'special-attack': 60, 'special-defense': 80, 'speed': 50}",['steel'],https://pokeapi.co/api/v2/pokemon/10053/
1078,medicham-mega,10054,13,315,179,"{'hp': 60, 'attack': 100, 'defense': 85, 'special-attack': 80, 'special-defense': 85, 'speed': 100}","['fighting', 'psychic']",https://pokeapi.co/api/v2/pokemon/10054/
1079,manectric-mega,10055,18,440,201,"{'hp': 70, 'attack': 75, 'defense': 80, 'special-attack': 135, 'special-defense': 80, 'speed': 135}",['electric'],https://pokeapi.co/api/v2/pokemon/10055/
1080,banette-mega,10056,12,130,194,"{'hp': 64, 'attack': 165, 'defense': 75, 'special-attack': 93, 'special-defense': 83, 'speed': 75}",['ghost'],https://pokeapi.co/api/v2/pokemon/10056/
1081,absol-mega,10057,12,490,198,"{'hp': 65, 'attack': 150, 'defense': 60, 'special-attack': 115, 'special-defense': 60, 'speed': 115}",['dark'],https://pokeapi.co/api/v2/pokemon/10057/
1082,garchomp-mega,10058,19,950,315,"{'hp': 108, 'attack': 170, 'defense': 115, 'special-attack': 120, 'special-defense': 95, 'speed': 92}","['dragon', 'ground']",https://pokeapi.co/api/v2/pokemon/10058/
1083,lucario-mega,10059,13,575,219,"{'hp': 70, 'attack': 145, 'defense': 88, 'special-attack': 140, 'special-defense': 70, 'speed': 112}","['fighting', 'steel']",https://pokeapi.co/api/v2/pokemon/10059/
1084,abomasnow-mega,10060,27,1850,208,"{'hp': 90, 'attack': 132, 'defense': 105, 'special-attack': 132, 'special-defense': 105, 'speed': 30}","['grass', 'ice']",https://pokeapi.co/api/v2/pokemon/10060/
1085,floette-eternal,10061,2,9,243,"{'hp': 74, 'attack': 65, 'defense': 67, 'special-attack': 125, 'special-defense': 128, 'speed': 92}",['fairy'],https://pokeapi.co/api/v2/pokemon/10061/
1086,latias-mega,10062,18,520,315,"{'hp': 80, 'attack': 100, 'defense': 120, 'special-attack': 140, 'special-defense': 150, 'speed': 110}","['dragon', 'psychic']",https://pokeapi.co/api/v2/pokemon/10062/
1087,latios-mega,10063,23,700,315,"{'hp': 80, 'attack': 130, 'defense': 100, 'special-attack': 160, 'special-defense': 120, 'speed': 110}","['dragon', 'psychic']",https://pokeapi.co/api/v2/pokemon/10063/
1088,swampert-mega,10064,19,1020,286,"{'hp': 100, 'attack': 150, 'defense': 110, 'special-attack': 95, 'special-defense': 110, 'speed': 70}","['water', 'ground']",https://pokeapi.co/api/v2/pokemon/10064/
1089,sceptile-mega,10065,19,552,284,"{'hp': 70, 'attack': 110, 'defense': 75, 'special-attack': 145, 'special-defense': 85, 'speed': 145}","['grass', 'dragon']",https://pokeapi.co/api/v2/pokemon/10065/
1090,sableye-mega,10066,5,1610,168,"{'hp': 50, 'attack': 85, 'defense': 125, 'special-attack': 85, 'special-defense': 115, 'speed': 20}","['dark', 'ghost']",https://pokeapi.co/api/v2/pokemon/10066/
1091,altaria-mega,10067,15,206,207,"{'hp': 75, 'attack': 110, 'defense': 110, 'special-attack': 110, 'special-defense': 105, 'speed': 80}","['dragon', 'fairy']",https://pokeapi.co/api/v2/pokemon/10067/
1092,gallade-mega,10068,16,564,278,"{'hp': 68, 'attack': 165, 'defense': 95, 'special-attack': 65, 'special-defense': 115, 'speed': 110}","['psychic', 'fighting']",https://pokeapi.co/api/v2/pokemon/10068/
1093,audino-mega,10069,15,320,425,"{'hp': 103, 'attack': 60, 'defense': 126, 'special-attack': 80, 'special-defense': 126, 'speed': 50}","['normal', 'fairy']",https://pokeapi.co/api/v2/pokemon/10069/
1094,sharpedo-mega,10070,25,1303,196,"{'hp': 70, 'attack': 140, 'defense': 70, 'special-attack': 110, 'special-defense': 65, 'speed': 105}","['water', 'dark']",https://pokeapi.co/api/v2/pokemon/10070/
1095,slowbro-mega,10071,20,1200,207,"{'hp': 95, 'attack': 75, 'defense': 180, 'special-attack': 130, 'special-defense': 80, 'speed': 30}","['water', 'psychic']",https://pokeapi.co/api/v2/pokemon/10071/
1096,steelix-mega,10072,105,7400,214,"{'hp': 75, 'attack': 125, 'defense': 230, 'special-attack': 55, 'special-defense': 95, 'speed': 30}","['steel', 'ground']",https://pokeapi.co/api/v2/pokemon/10072/
1097,pidgeot-mega,10073,22,505,261,"{'hp': 83, 'attack': 80, 'defense': 80, 'special-attack': 135, 'special-defense': 80, 'speed': 121}","['normal', 'flying']",https://pokeapi.co/api/v2/pokemon/10073/
1098,glalie-mega,10074,21,3502,203,"{'hp': 80, 'attack': 120, 'defense': 80, 'special-attack': 120, 'special-defense': 80, 'speed': 100}",['ice'],https://pokeapi.co/api/v2/pokemon/10074/
1099,diancie-mega,10075,11,278,315,"{'hp': 50, 'attack': 160, 'defense': 110, 'special-attack': 160, 'special-defense': 110, 'speed': 110}","['rock', 'fairy']",https://pokeapi.co/api/v2/pokemon/10075/
1100,metagross-mega,10076,25,9429,315,"{'hp': 80, 'attack': 145, 'defense': 150, 'special-attack': 105, 'special-defense': 110, 'speed': 110}","['steel', 'psychic']",https://pokeapi.co/api/v2/pokemon/10076/
1101,kyogre-primal,10077,98,4300,347,"{'hp': 100, 'attack': 150, 'defense': 90, 'special-attack': 180, 'special-defense': 160, 'speed': 90}",['water'],https://pokeapi.co/api/v2/pokemon/10077/
1102,groudon-primal,10078,50,9997,347,"{'hp': 100, 'attack': 180, 'defense': 160, 'special-attack': 150, 'special-defense': 90, 'speed': 90}","['ground', 'fire']",https://pokeapi.co/api/v2/pokemon/10078/
1103,rayquaza-mega,10079,108,3920,351,"{'hp': 105, 'attack': 180, 'defense': 100, 'special-attack': 180, 'special-defense': 100, 'speed': 115}","['dragon', 'flying']",https://pokeapi.co/api/v2/pokemon/10079/
1104,pikachu-rock-star,10080,4,60,112,"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}",['electric'],https://pokeapi.co/api/v2/pokemon/10080/
1105,pikachu-belle,10081,4,60,112,"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}",['electric'],https://pokeapi.co/api/v2/pokemon/10081/
1106,pikachu-pop-star,10082,4,60,112,"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}",['electric'],https://pokeapi.co/api/v2/pokemon/10082/
1107,pikachu-phd,10083,4,60,112,"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}",['electric'],https://pokeapi.co/api/v2/pokemon/10083/
1108,pikachu-libre,10084,4,60,112,"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}",['electric'],https://pokeapi.co/api/v2/pokemon/10084/
1109,pikachu-cosplay,10085,4,60,112,"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}",['electric'],https://pokeapi.co/api/v2/pokemon/10085/
1110,hoopa-unbound,10086,65,4900,306,"{'hp': 80, 'attack': 160, 'defense': 60, 'special-attack': 170, 'special-defense': 130, 'speed': 80}","['psychic', 'dark']",https://pokeapi.co/api/v2/pokemon/10086/
1111,camerupt-mega,10087,25,3205,196,"{'hp': 70, 'attack': 120, 'defense': 100, 'special-attack': 145, 'special-defense': 105, 'speed': 20}","['fire', 'ground']",https://pokeapi.co/api/v2/pokemon/10087/
1112,lopunny-mega,10088,13,283,203,"{'hp': 65, 'attack': 136, 'defense': 94, 'special-attack': 54, 'special-defense': 96, 'speed': 135}","['normal', 'fighting']",https://pokeapi.co/api/v2/pokemon/10088/
1113,salamence-mega,10089,18,1126,315,"{'hp': 95, 'attack': 145, 'defense': 130, 'special-attack': 120, 'special-defense': 90, 'speed': 120}","['dragon', 'flying']",https://pokeapi.co/api/v2/pokemon/10089/
1114,beedrill-mega,10090,14,405,223,"{'hp': 65, 'attack': 150, 'defense': 40, 'special-attack': 15, 'special-defense': 80, 'speed': 145}","['bug', 'poison']",https://pokeapi.co/api/v2/pokemon/10090/
1115,rattata-alola,10091,3,38,51,"{'hp': 30, 'attack': 56, 'defense': 35, 'special-attack': 25, 'special-defense': 35, 'speed': 72}","['dark', 'normal']",https://pokeapi.co/api/v2/pokemon/10091/
